1094, 1510247400
1071, 1510075440
1046, 1509815700
1045, 1509639300
1042, 1509555608
1039, 1509462780
1035, 1508951580
1032, 1508516520
1030, 1508433240
1028, 1508338812
1026, 1508258580
1022, 1507913460
1014, 1507654810
1012, 1507566060
993, 1507399203
991, 1507225320
983, 1507132808
981, 1507052100
977, 1506963540
974, 1506703260
960, 1506619440
944, 1506533431
937, 1506355208
930, 1506099000
924, 1506016500
921, 1505926380
917, 1505842202
914, 1505754180
889, 1505411100
885, 1505324700
882, 1505238300
864, 1505148300
861, 1504979100
859, 1504886400
857, 1504800003
856, 1504716300
846, 1504545568
844, 1504453189
843, 1504287901
841, 1504199040
839, 1504111740
837, 1504025640
834, 1503939620
830, 1503768960
829, 1503678960
826, 1503591331
825, 1503505806
818, 1503421802
816, 1503338417
815, 1503334822
812, 1503248420
809, 1503160620
807, 1503068424
805, 1502992560
803, 1502904180
797, 1502817840
795, 1502726418
783, 1502553420
775, 1502463540
772, 1502384580
770, 1502296800
768, 1502211615
766, 1502125216
763, 1502032078
762, 1501948800
759, 1501858800
754, 1501782483
743, 1501695066
741, 1501608608
739, 1501513368
736, 1501434486
733, 1501254025
732, 1501176364
731, 1501169165
727, 1501084808
726, 1501002019
725, 1500911645
721, 1500828573
720, 1500742525
718, 1500660037
717, 1500656945
712, 1500563872
711, 1500487222
710, 1500483642
707, 1500400831
706, 1500397240
702, 1500311046
701, 1500307447
698, 1500220489
695, 1500139431
694, 1500051660
690, 1499968878
689, 1499965239
686, 1499879287
682, 1499796038
681, 1499792439
677, 1499709614
676, 1499706034
673, 1499617925
671, 1499450420
670, 1499446805
669, 1499356835
664, 1499277647
662, 1499191754
661, 1499184545
654, 1499104838
651, 1499094048
648, 1499011330
644, 1498924826
641, 1498845647
635, 1498835414
632, 1498759988
631, 1498756385
628, 1498672853
626, 1498669282
623, 1498586583
622, 1498582985
619, 1498499885
618, 1498496286
615, 1498403040
613, 1498320049
611, 1498234217
603, 1498151054
602, 1498144230
594, 1498065005
593, 1498057800
590, 1497981617
589, 1497978071
586, 1497895245
585, 1497891653
582, 1497803535
581, 1497718444
579, 1497629400
577, 1497549633
576, 1497546068
573, 1497463205
572, 1497459635
569, 1497376861
568, 1497373275
564, 1497287404
563, 1497201008
562, 1497114613
561, 1497031205
560, 1497024612
558, 1496944818
557, 1496941230
541, 1496858459
539, 1496854837
536, 1496772013
535, 1496768457
534, 1496752822
529, 1496597438
527, 1496509231
526, 1496422825
525, 1496419810
521, 1496340332
519, 1496336704
515, 1496253621
514, 1496250054
511, 1496167384
510, 1496163787
507, 1496081288
505, 1496077689
502, 1495989089
500, 1495904428
498, 1495819809
497, 1495815011
493, 1495734613
491, 1495645261
489, 1495562417
488, 1495558841
485, 1495476036
484, 1495472428
479, 1495386606
478, 1495300210
475, 1495213814
474, 1495210216
469, 1495131023
468, 1495127400
460, 1495044176
458, 1494958129
456, 1494871461
455, 1494867970
452, 1494783384
450, 1494691949
448, 1494609343
439, 1494525729
438, 1494522189
435, 1494439247
434, 1494435705
431, 1494262877
428, 1494174247
426, 1494090601
422, 1494005771
419, 1493920868
418, 1493917269
401, 1493834454
400, 1493830837
396, 1493748074
395, 1493744473
392, 1493655006
391, 1493572212
390, 1493485829
386, 1493403005
385, 1493398862
379, 1493316196
378, 1493312600
374, 1493229639
373, 1493226070
370, 1493143312
369, 1493139673
366, 1493056914
365, 1493053282
361, 1492966870
358, 1492878454
355, 1492797670
353, 1492794042
347, 1492711242
346, 1492707704
339, 1492624845
336, 1492621253
332, 1492534883
325, 1492509669
316, 1492452044
314, 1492448461
304, 1492363986
302, 1492276088
299, 1492192873
298, 1492189251
294, 1492106442
293, 1492102849
285, 1492019443
284, 1492015804
279, 1491934533
278, 1491930901
275, 1491847330
274, 1491843724
266, 1491753637
262, 1491663270
261, 1491588326
260, 1491584701
232, 1491501653
231, 1491498067
219, 1491409253
217, 1491408329
200, 1491148156
196, 1491054548
193, 1490979745
191, 1490897453
190, 1490893911
187, 1490806384
186, 1490802793
182, 1490720550
178, 1490637877
177, 1490634293
163, 1490546767
161, 1490459935
159, 1490378616
158, 1490375072
153, 1490288684
152, 1490285151
137, 1490202796
135, 1490116000
134, 1490112377
127, 1490031936
126, 1490028347
122, 1489931164
120, 1489856680
112, 1489773770
110, 1489770240
96, 1489684048
95, 1489680460
83, 1489597255
82, 1489593870
39, 1489567280
27, 1489514652
24, 1489510808
14, 1489428240
13, 1489421124
10, 1489398013
